                                 Batter Profiles FA -- Free agents                                  
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Ty France                        1b  30  .251  .320  .357 350  88  19   0   6  41  44  17  19  63   1   0 
Ty France                        1b  30  .277  .320  .372  94  26   6   0   1   9   8   4   3  20   0   0 
Garrett Hampson                  lf  30  .167  .211  .222  18   3   1   0   0   0   0   0   1   6   0   0 
Garrett Hampson                  cf  30  .103  .133  .138  29   3   1   0   0   9   1   0   1  13   1   0 
Garrett Hampson                  2b  30  .167  .359  .167  30   5   0   0   0  10   0   0   9  10   2   1 
Cooper Hummel#                   lf  30  .170  .298  .273  88  15   0   0   3  10   7   2  14  31   1   0 
Cooper Hummel#                   lf  30  .172  .301  .276  87  15   0   0   3  10   7   2  14  30   1   0 
Cooper Hummel#                   rf  30  .000  .000  .000   1   0   0   0   0   0   0   0   0   1   0   0 
Danny Jansen                     c   30  .254  .346  .433  67  17   3   0   3  10   7   1   9  18   0   0 
Danny Jansen                     c   30  .204  .314  .389 221  45   8   0  11  28  29   3  33  68   0   0 
Isiah Kiner-Falefa               ss  30  .264  .300  .332 401 106  20   2   1  40  35   4  17  69  15   4 
                                 Batter Profiles FA -- Free agents                                  
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Isiah Kiner-Falefa               3b  30  .233  .258  .367  30   7   1   0   1   5   5   1   0   8   0   0 
Ramon Laureano                   lf  30  .269  .323  .489 182  49   9   2   9  27  30   2  13  47   3   1 
Ramon Laureano                   rf  30  .290  .355  .529 259  75  17   0  15  45  46   6  22  72   4   3 
Nicky Lopez*                     3b  30  .056  .227  .056  18   1   0   0   0   2   1   0   4   3   0   0 
Nicky Lopez*                     ss  30  .000  .000  .000   6   0   0   0   0   0   0   0   0   1   0   0 
Mason McCoy                      ss  30  .136  .269  .182  22   3   1   0   0   5   1   1   3   7   2   0 
Billy McKinney*                  rf  30  .200  .238  .250  20   4   1   0   0   4   1   0   1   1   0   0 
Ryan McMahon*                    3b  30  .208  .308  .333 159  33   8   0   4  20  18   3  21  62   1   0 
Ryan McMahon*                    3b  30  .217  .314  .403 350  76  15   1  16  42  35   1  49 127   2   1 
Cedric Mullins*                  cf  30  .182  .284  .281 121  22   4   1   2  16  10   2  16  35   8   0 
Cedric Mullins*                  cf  30  .229  .305  .433 314  72  19   0  15  42  49   2  34  85  14   4 
Brian Navarreto                  c   30  .286  .267  .643  14   4   2   0   1   3   5   0   0   3   0   0 
Dom Nunez*                       c   30  .286  .286  .286   7   2   0   0   0   2   0   0   0   4   0   0 
Chuckie Robinson                 c   30  .000  .000  .000   1   0   0   0   0   1   0   0   0   0   0   0 
Zack Short                       ss  30  .220  .291  .380  50  11   2   0   2   9   7   1   4  18   0   1 
Nick Solak                       1b  30  .091  .091  .091  11   1   0   0   0   0   0   0   0   2   0   0 
Myles Straw                      cf  30  .262  .313  .367 267  70  14   1   4  51  32   1  19  50  12   1 
Rowdy Tellez*                    1b  30  .208  .249  .434 173  36   6   0  11  20  27   2   8  49   1   0 
Rowdy Tellez*                    1b  30  .259  .315  .457 116  30   5   0   6  14  22   1   9  34   0   0 
Matt Thaiss*                     c   30  .212  .382  .294  85  18   4   0   1  11   8   1  23  21   1   1 
Matt Thaiss*                     c   30  .225  .304  .282  71  16   2   1   0   5   8   2   6  25   0   0 
Chadwick Tromp                   c   30  .143  .182  .333  21   3   1   0   1   2   1   0   1   6   0   0 
Chadwick Tromp                   c   30  .000  .167  .000   5   0   0   0   0   0   0   0   1   2   0   0 
Chadwick Tromp                   c   30  .188  .188  .438  16   3   1   0   1   2   1   0   0   4   0   0 
Weston Wilson                    lf  30  .198  .282  .369 111  22   4   0   5  15  17   1  12  34   2   3 
Harrison Bader                   cf  31  .305  .361  .463 177  54  11   1   5  30  16   4  12  55   1   3 
Harrison Bader                   lf  31  .258  .339  .439 271  70  13   0  12  31  38   7  27  81  10   4 
Ryan Fitzgerald*                 ss  31  .196  .302  .457  46   9   0   0   4  10   9   0   7   8   1   0 
Sam Haggerty#                    lf  31  .253  .328  .370 162  41   7   3   2  31  13   2  16  37  12   4 
Sam Hilliard*                    lf  31  .196  .328  .412  51  10   3   1   2   8   3   0  10  23   2   1 
Scott Kingery                    2b  31  .148  .207  .185  27   4   1   0   0   3   0   0   2  11   1   1 
Vimael Machin*                   3b  31  .091  .167  .364  11   1   0   0   1   1   1   0   1   2   0   0 
Ryan O'Hearn*                    1b  31  .276  .350  .387 163  45   6   0   4  22  20   3  16  46   0   0 
Ryan O'Hearn*                    1b  31  .283  .374  .463 311  88  15   1  13  45  43   5  42  63   3   1 
Pablo Reyes                      2b  31  .194  .242  .226  31   6   1   0   0   4   2   0   2  10   1   0 
Brett Sullivan*                  c   31  .167  .333  .167   6   1   0   0   0   1   2   1   1   3   0   0 
Ramon Urias                      2b  31  .223  .267  .372  94  21   5   0   3   6  10   0   6  28   1   0 
Ramon Urias                      3b  31  .248  .300  .388 258  64  12   0   8  27  34   2  21  60   2   0 
LaMonte Wade*                    1b  31  .167  .275  .271 144  24   8   2   1  12  15   1  21  35   0   0 
LaMonte Wade*                    rf  31  .169  .260  .215  65  11   0   0   1   7   3   2   6  23   1   0 
Donovan Walton*                  2b  31  .125  .125  .125   8   1   0   0   0   1   1   0   0   1   0   0 
Jorge Alfaro                     c   32  .256  .256  .308  39  10   2   0   0   3   3   0   0  14   1   0 
Greg Allen#                      cf  32  .000  .000  .000  14   0   0   0   0   1   0   0   0   5   0   1 
Dairon Blanco                    cf  32  .167  .167  .333   6   1   1   0   0   2   1   0   0   2   3   2 
J.D. Davis                       1b  32  .111  .111  .111   9   1   0   0   0   0   0   0   0   3   0   0 
Aramis Garcia                    c   32  .000  .000  .000   4   0   0   0   0   0   0   0   0   3   0   0 
Connor Joe                       rf  32  .213  .286  .279  61  13   4   0   0   2   4   1   6  14   2   2 
Connor Joe                       1b  32  .000  .100  .000   9   0   0   0   0   0   0   0   1   6   0   0 
Dylan Moore                      2b  32  .201  .267  .374 219  44   5   0  11  35  25   1  20  82  14   5 
Dylan Moore                      2b  32  .193  .263  .359 192  37   5   0   9  29  19   0  19  76  12   4 
Dylan Moore                      2b  32  .259  .300  .481  27   7   0   0   2   6   6   1   1   6   2   1 
Austin Slater                    rf  32  .236  .299  .423 123  29   6   1   5  20  11   0  11  35   1   0 
Austin Slater                    lf  32  .120  .120  .120  25   3   0   0   0   2   2   0   0  16   0   0 
Garrett Stubbs*                  c   32  .000  .000  .000   1   0   0   0   0   2   0   0   0   0   0   0 
Adam Frazier*                    2b  33  .255  .318  .336 235  60  10   0   3  22  21   6  17  45   7   5 
Adam Frazier*                    2b  33  .283  .320  .402 184  52  10   0   4  21  23   2   9  36   1   1 
Randal Grichuk                   rf  33  .206  .267  .299  97  20   3   0   2  10   5   1   7  22   0   0 
Randal Grichuk                   dh  33  .240  .277  .457 175  42  15   1   7  25  22   0  10  39   0   1 
Enrique Hernandez                3b  33  .203  .255  .366 232  47   8   0  10  30  35   0  18  68   0   0 
Omar Narvaez*                    c   33  .286  .400  .286   7   2   0   0   0   1   3   0   2   1   0   0 
Eddie Rosario*                   rf  33  .125  .125  .125   8   1   0   0   0   1   0   0   0   2   0   0 
Eddie Rosario*                   rf  33  .000  .000  .000   4   0   0   0   0   1   0   0   0   2   0   0 
Eddie Rosario*                   rf  33  .250  .250  .250   4   1   0   0   0   0   0   0   0   0   0   0 
Eugenio Suarez                   3b  33  .189  .255  .428 201  38   9   0  13  27  31   1  17  79   3   1 
Eugenio Suarez                   3b  33  .248  .320  .576 387  96  19   0  36  64  87  15  29 117   1   0 
Gio Urshela                      3b  33  .238  .287  .326 181  43  14   1   0  10  20   0  13  40   0   1 
Tyler Heineman#                  c   34  .289  .361  .416 149  43   8   1   3  25  20   6  12  31   2   0 
Travis Jankowski*                rf  34  .244  .286  .289  45  11   2   0   0   8   2   0   3  12   2   0 
Travis Jankowski*                rf  34  .000  .000  .000   0   0   0   0   0   1   0   0   0   0   0   0 
Travis Jankowski*                rf  34  .214  .267  .214  14   3   0   0   0   1   0   0   1   3   0   0 
Travis Jankowski*                rf  34  .258  .294  .323  31   8   2   0   0   6   2   0   2   9   2   0 
Chris Taylor                     rf  34  .186  .256  .301 113  21   7   0   2  15  12   6   5  42   2   2 
                                 Batter Profiles FA -- Free agents                                  
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Chris Taylor                     lf  34  .200  .200  .257  35   7   2   0   0   4   2   0   0  13   0   1 
Chris Taylor                     rf  34  .179  .278  .321  78  14   5   0   2  11  10   6   5  29   2   1 
Austin Wynns                     c   34  .291  .321  .544 103  30   8   0   6  13  21   0   5  32   0   0 
Austin Wynns                     c   34  .400  .442  .700  40  16   3   0   3   6  11   0   3  12   0   0 
Austin Wynns                     c   34  .222  .242  .444  63  14   5   0   3   7  10   0   2  20   0   0 
Mike Yastrzemski*                rf  34  .231  .330  .355 321  74  14   1   8  38  28   1  47  86   6   2 
Mike Yastrzemski*                rf  34  .237  .339  .500 156  37  14   0   9  30  18   1  25  22   1   0 
Jon Berti                        3b  35  .210  .262  .230 100  21   2   0   0  12   2   2   5  22  11   3 
Rob Brantly*                     c   35  .429  .429  .429   7   3   0   0   0   0   1   0   0   1   0   0 
Jason Heyward*                   lf  35  .176  .223  .271  85  15   2   0   2   9  12   0   6  20   0   1 
Nick Martini*                    dh  35  .225  .288  .294 102  23   4   0   1   9   4   0   9  18   0   0 
Austin Nola                      c   35  .184  .225  .211  38   7   1   0   0   2   1   0   2   5   0   0 
Jacob Stallings                  c   35  .114  .139  .143  35   4   1   0   0   1   3   0   1   9   0   0 
Jacob Stallings                  c   35  .143  .217  .179  84  12   3   0   0   4   6   3   5  31   0   0 
Sandy Leon#                      c   36  .083  .083  .333  12   1   0   0   1   1   3   0   0   4   0   0 
Donovan Solano                   1b  37  .252  .295  .344 163  41   4   1   3  10  21   3   8  38   0   0 
Donovan Solano                   2b  37  .000  .000  .000   3   0   0   0   0   0   0   0   0   2   0   0 
Carlos Santana#                  1b  39  .105  .105  .158  19   2   1   0   0   0   2   0   0   5   0   0 
Carlos Santana#                  1b  39  .225  .316  .333 396  89  10   0  11  49  52   3  52  86   7   0 
Yuli Gurriel                     dh  41  .111  .200  .139  36   4   1   0   0   2   3   0   4   8   0   0 
                                 Batter Profiles FA -- Free agents                                  
                                           Regular season                                           

Name                     Team     P Age  GS  PA  SH  SF GDP   OPS      RC RC27   ISO  TAVG   SEC EBH  TB 
Samuel Basallo*                  c   20  29 118   0   0   4  .559     7.5  2.1  .165  .474  .220  10  36 
Bryce Eldridge*                  dh  20   9  37   0   1   0  .476     2.3  2.3  .071  .520  .321   2   5 
Roman Anthony*                   rf  21  66 303   0   1   2  .859    51.5  7.5  .171  .908  .339  27 119 
Moises Ballesteros*              dh  21  17  66   0   0   2  .868    10.6  6.8  .175  .857  .333   5  27 
Denzer Guzman                    ss  21  13  43   0   0   0  .566     3.2  2.5  .167  .471  .190   3  15 
Carter Jensen*                   dh  21  16  69   0   0   1  .941    13.3  8.4  .250  .977  .400   9  33 
Sal Stewart                      1b  21  14  58   0   0   1  .839     8.5  5.5  .291  .786  .345   6  30 
Cole Young*                      2b  21  68 257   2   2   4  .607    22.2  3.3  .094  .550  .224  12  68 
Maximo Acosta                    3b  22  18  61   0   0   0  .684     6.1  3.7  .185  .644  .278   4  21 
Jac Caglianone*                  rf  22  59 232   0   0   4  .532    15.0  2.2  .138  .470  .229  14  62 
Owen Caissie*                    rf  22   7  27   0   0   0  .568     2.1  2.6  .154  .476  .192   2   9 
Yanquiel Fernandez*              dh  22  40 147   0   1   4  .613    12.0  2.9  .123  .505  .181   9  48 
Harry Ford                       c   22   1   8   0   1   0  .417     0.4  2.0  .000  .400  .000   0   1 
Jhostynxon Garcia                rf  22   3   9   0   0   0  .619     0.8  3.8  .143  .667  .429   1   2 
Brady House                      3b  22  70 274   0   5  11  .574    18.3  2.3  .088  .453  .126  15  84 
Kyle Karros                      3b  22  41 156   0   2   5  .585    12.0  2.9  .051  .495  .161   5  38 
Luke Keaschall                   2b  22  49 207   0   1   4  .827    33.1  6.6  .143  .888  .308  18  81 
Nick Kurtz*                      1b  22 116 489   0   3   4 1.002   103.9  9.2  .329 1.079  .481  64 260 
Daylen Lile*                     rf  22  88 351   1   3   5  .845    54.3  6.1  .199  .818  .271  35 160 
Marcelo Mayer*                   3b  22  35 136   0   1   2  .674    13.0  3.4  .173  .578  .220  13  51 
Christian Moore                  2b  22  45 184   1   1   3  .655    18.1  3.6  .173  .624  .309  13  60 
Max P. Muncy                     3b  22  56 220   0   1   1  .638    20.6  3.4  .165  .561  .214  16  78 
Alejandro Osuna*                 lf  22  49 176   0   2   1  .591    14.6  3.1  .066  .565  .212   6  42 
